Gene	Gene Length (bp)	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
PEX13	34766		3	3	147	2.0%	No
PEX3	39812		3	3	147	2.0%	No
PEX7	92051		3	3	147	2.0%	No
PFDN4	20236		3	3	147	2.0%	No
PFDN5	4162		3	3	147	2.0%	No
PFKFB4	44332		3	3	147	2.0%	No
PGA5	10270		3	3	147	2.0%	No
PGAM1	7321		3	3	147	2.0%	No
PHAX	26328		3	3	147	2.0%	No
PHOSPHO2	10369		3	3	147	2.0%	No
PIGA	16103		3	3	147	2.0%	Yes
PIGL	134607		3	3	147	2.0%	No
PIGM	7038		3	3	147	2.0%	No
PIGW	4324		3	3	147	2.0%	No
PIK3CD-AS1	1977		3	3	147	2.0%	No
PIP4P1	3937		3	3	147	2.0%	No
PITPNA	45075		3	3	147	2.0%	No
PKIB	254459		3	3	147	2.0%	No
PLA2G1B	5665		3	3	147	2.0%	No
PLA2G2A	5032		3	3	147	2.0%	No
PLAC8	77583		3	3	147	2.0%	No
PLEKHB1	16642		3	3	147	2.0%	No
PLEKHF1	10080		3	3	147	2.0%	No
PLLP	36129		3	3	147	2.0%	No
PLPBP	17186		3	3	147	2.0%	No
PLS3	89934		3	3	147	2.0%	No
PMF1	27435		3	3	147	2.0%	No
PNMA3	4059		3	3	147	2.0%	No
PNP	15103		3	3	147	2.0%	No
POC1A	80146		3	3	147	2.0%	No
POC1B-GALNT4	6855		3	2	147	1.4%	No
POGLUT1	25746		3	3	147	2.0%	No
POLD2	9777		3	3	147	2.0%	No
POLD3	175267		3	3	147	2.0%	No
POLR1E	22007		3	3	147	2.0%	No
POLR2M	76068		3	3	147	2.0%	No
POP4	10955		3	3	147	2.0%	No
POTEA	71036		3	3	147	2.0%	No
POU2AF3	10190		3	3	147	2.0%	No
PPAN-P2RY11	8558		3	3	147	2.0%	No
PPIB	7420		3	3	147	2.0%	No
PPIL3	18447		3	2	147	1.4%	No
PPM1G	28481		3	3	147	2.0%	No
PPM1J	5343		3	3	147	2.0%	No
PPP1R14C	107349		3	3	147	2.0%	No
PPP1R2B	2234		3	3	147	2.0%	No
PPP1R3G	4147		3	3	147	2.0%	No
PPP2R2A	81173		3	3	147	2.0%	Yes
PPP4C	9419		3	3	147	2.0%	No
PQBP1	13444		3	3	147	2.0%	No
PRAMEF22	2781		3	3	147	2.0%	No
PRAMEF5	9238		3	2	147	1.4%	No
PRAMEF6	9109		3	3	147	2.0%	No
PRAP1	6818		3	3	147	2.0%	No
PRDM6	105026		3	3	147	2.0%	No
PRDM8	20451		3	3	147	2.0%	No
PRDX4	22138		3	3	147	2.0%	No
PRDX6	12251		3	3	147	2.0%	No
PREB	3920		3	3	147	2.0%	No
PRKAG1	16534		3	3	147	2.0%	No
PRKAR2A	103284		3	3	147	2.0%	No
PRM2	842		3	3	147	2.0%	No
PRMT6	10963		3	3	147	2.0%	No
PROB1	4513		3	2	147	1.4%	No
PRPF4	18368		3	3	147	2.0%	No
PRPS2	32869		3	1	147	0.7%	No
PRR13	5353		3	3	147	2.0%	No
PRR21			3	3	147	2.0%	No
PRR29	5955		3	2	147	1.4%	No
PRR4	325752		3	3	147	2.0%	No
PRRG2	10359		3	3	147	2.0%	No
PRRG4	28446		3	3	147	2.0%	No
PRSS2	14167		3	3	147	2.0%	No
PRSS3	48553		3	3	147	2.0%	No
PRSS33	4023		3	3	147	2.0%	No
PRSS51	64747		3	3	147	2.0%	No
PRTN3	7177		3	2	147	1.4%	No
PRXL2C	15761		3	3	147	2.0%	No
PSENEN	2450		3	3	147	2.0%	No
PSMC1	18903		3	3	147	2.0%	No
PSMC3IP	5522		3	3	147	2.0%	No
PSMC5	5093		3	3	147	2.0%	No
PSMC6	21435		3	3	147	2.0%	No
PSORS1C1	25343		3	3	147	2.0%	No
PSPH	41293		3	3	147	2.0%	No
PSTPIP1	44151		3	3	147	2.0%	No
PTDSS2	43132		3	3	147	2.0%	No
PTGER1	4807		3	3	147	2.0%	No
PTGES2	7770		3	3	147	2.0%	No
PTGR1	50172		3	3	147	2.0%	No
PTH2	1242		3	3	147	2.0%	No
PTS	43589		3	3	147	2.0%	No
PTTG1IP	24319		3	3	147	2.0%	No
PVALB	18798		3	3	147	2.0%	No
PWWP4	12994		3	3	147	2.0%	No
PYCR3	6564		3	2	147	1.4%	No
PYDC2	294		3	3	147	2.0%	No
PYROXD1	33636		3	3	147	2.0%	No
PYY	51737		3	3	147	2.0%	No
RAB10	104956		3	3	147	2.0%	No
RAB15	27413		3	3	147	2.0%	No
RAB27A	116148		3	3	147	2.0%	No
RAB2B	17941		3	3	147	2.0%	No
RAB30	98791		3	3	147	2.0%	No
RAB31	154306		3	3	147	2.0%	No
RAB39B	6257		3	3	147	2.0%	No
RAB41	2910		3	3	147	2.0%	No
RAB8B	78217		3	3	147	2.0%	No
RABEPK	33624		3	2	147	1.4%	No
RABGGTB	8899		3	3	147	2.0%	No
RAD51AP1	21457		3	3	147	2.0%	No
RALB	65251		3	3	147	2.0%	No
RANGRF	1462		3	3	147	2.0%	No
RAP2B	8402		3	3	147	2.0%	No
RASD1	1960		3	2	147	1.4%	No
RASL10B	11883		3	3	147	2.0%	No
RASSF1	11199		3	3	147	2.0%	No
RBCK1	24642		3	3	147	2.0%	No
RBM24	12511		3	3	147	2.0%	No
RBM4	29723		3	2	147	1.4%	No
RBM4B	12930		3	3	147	2.0%	No
RBM7	14174		3	3	147	2.0%	No
RBM8A	7003		3	3	147	2.0%	No
RBMS1	221950		3	3	147	2.0%	No
RBP4	12941		3	3	147	2.0%	No
RCHY1	35732		3	3	147	2.0%	No
RCN2	22656		3	3	147	2.0%	No
RCOR3	58009		3	3	147	2.0%	No
RD3	15963		3	3	147	2.0%	No
RDH10	30680		3	3	147	2.0%	No
RDH11	18994		3	3	147	2.0%	No
RDM1	12708		3	3	147	2.0%	No
REELD1	17753		3	3	147	2.0%	No
REEP4	3933		3	3	147	2.0%	No
RFK	8992		3	2	147	1.4%	No
RFLNA	342784		3	3	147	2.0%	No
RFT1	63620		3	3	147	2.0%	No
RFWD3	45520		3	3	147	2.0%	No
RGS10	43478		3	3	147	2.0%	No
RHBDD1	163635		3	3	147	2.0%	No
RHOF	25650		3	2	147	1.4%	No
RHOXF2B	5427		3	3	147	2.0%	No
RILPL1	64050		3	3	147	2.0%	No
RIMKLB	101613		3	2	147	1.4%	No
RIOX1	2462		3	3	147	2.0%	No
RLIM	31652		3	3	147	2.0%	No
RLN2	4853		3	3	147	2.0%	No
RMDN2	143956		3	3	147	2.0%	No
RNASE11	26993		3	3	147	2.0%	No
RNASE13	1990		3	3	147	2.0%	No
RNASE6	1400		3	3	147	2.0%	No
RNASE8	634		3	3	147	2.0%	No
RNASEH1	16942		3	3	147	2.0%	No
RNASEH2B	114374		3	3	147	2.0%	Yes
RNF130	160463		3	3	147	2.0%	No
RNF14	31965		3	3	147	2.0%	No
RNF144A	150901		3	3	147	2.0%	No
RNF151	2153		3	3	147	2.0%	No
RNF2	57739		3	3	147	2.0%	No
RNF24	88283		3	3	147	2.0%	No
RNF4	53640		3	3	147	2.0%	No
RNH1	12791		3	3	147	2.0%	No
ROM1	3395		3	3	147	2.0%	No
RPL13A	5548		3	3	147	2.0%	No
RPL15	7784		3	3	147	2.0%	No
RPL27	4701		3	3	147	2.0%	No
RPL3	7520		3	3	147	2.0%	No
RPL37A	80384		3	3	147	2.0%	No
RPL4	26518		3	3	147	2.0%	No
RPL6	13675		3	3	147	2.0%	No
RPL9	7202		3	3	147	2.0%	No
RPS2	3461		3	3	147	2.0%	No
RPS27A	6598		3	3	147	2.0%	No
RPS29	28181		3	3	147	2.0%	No
RPS6KB2	6949		3	3	147	2.0%	Yes
RPS7	5755		3	3	147	2.0%	No
RPSA	19547		3	3	147	2.0%	No
RRAD	4627		3	3	147	2.0%	No
RRAGC	21575		3	3	147	2.0%	Yes
RRP7A	11872		3	3	147	2.0%	No
RS1	32421		3	3	147	2.0%	No
RSKR	158446		3	3	147	2.0%	No
RSPH14	85607		3	3	147	2.0%	No
RSPRY1	54343		3	3	147	2.0%	No
RSRP1	95997		3	3	147	2.0%	No
RTL5	4806		3	3	147	2.0%	No
RTP3	6340		3	3	147	2.0%	No
S100A10	10957		3	3	147	2.0%	No
S100A2	7725		3	3	147	2.0%	No
SAE1	97363		3	3	147	2.0%	No
SAPCD2	8467		3	3	147	2.0%	No
SAR1B	48123		3	3	147	2.0%	No
SASH3	15253		3	3	147	2.0%	No
SAT2	1643		3	3	147	2.0%	No
SCAMP1	120626		3	3	147	2.0%	No
SCGB1A1	18093		3	3	147	2.0%	No
SCN4B	19512		3	3	147	2.0%	No
SDF4	21984		3	3	147	2.0%	No
SDHAF2	16798		3	3	176	1.7%	Yes
SDR42E2	29717		3	3	147	2.0%	No
SEC11C	19363		3	3	147	2.0%	No
SELENOM	15298		3	3	147	2.0%	No
SEM1	228266		3	3	147	2.0%	No
SENP8	29435		3	3	147	2.0%	No
SEPTIN2	39108		3	3	147	2.0%	No
SEPTIN7	106179		3	2	147	1.4%	No
SERINC1	28507		3	3	147	2.0%	No
SERPINB10	28154		3	3	147	2.0%	No
SF3A3	33543		3	3	147	2.0%	No
SF3B5	690		3	2	147	1.4%	No
SFRP1	47556		3	3	147	2.0%	Yes
SFT2D1	22867		3	3	147	2.0%	No
SFTPC	7567		3	3	147	2.0%	No
SFXN5	133584		3	3	147	2.0%	No
SH3BGRL2	166471		3	3	147	2.0%	No
SH3BP1	21464		3	3	147	2.0%	No
SH3GLB2	21334		3	3	147	2.0%	No
SH3YL1	48669		3	3	147	2.0%	No
SHISA3	5000		3	3	147	2.0%	No
SHLD1	114024		3	3	147	2.0%	No
SHLD3	6164		3	3	147	2.0%	No
SIK1B			3	3	147	2.0%	No
SKP1	28095		3	3	147	2.0%	No
SLA2	33888		3	2	147	1.4%	No
SLC10A3	3385		3	3	147	2.0%	No
SLC10A7	268398		3	3	147	2.0%	No
SLC16A12	126528		3	3	147	2.0%	No
SLC16A13	4103		3	2	147	1.4%	No
SLC16A2	112536		3	2	147	1.4%	No
SLC17A5	60651		3	3	147	2.0%	No
SLC19A4P	15638		3	3	147	2.0%	No
SLC22A4	50438		3	3	147	2.0%	No
SLC25A1	3214		3	3	147	2.0%	No
SLC25A14	33474		3	3	147	2.0%	No
SLC25A2	1415		3	3	147	2.0%	No
SLC25A23	29125		3	3	147	2.0%	No
SLC25A28	12276		3	3	147	2.0%	No
SLC25A29	15432		3	3	147	2.0%	No
SLC25A32	16555		3	3	147	2.0%	No
SLC25A33	45709		3	3	147	2.0%	No
SLC25A36	39195		3	3	147	2.0%	No
SLC25A4	7150		3	3	147	2.0%	No
SLC25A43	55143		3	3	147	2.0%	No
SLC33A2			3	3	147	2.0%	No
SLC35A5	26082		3	3	147	2.0%	No
SLC35E2B	33489		3	3	147	2.0%	No
SLC35F2	137303		3	2	147	1.4%	No
SLC37A4	7156		3	3	147	2.0%	No
SLC46A1	12556		3	3	147	2.0%	No
SLC52A1	19410		3	3	147	2.0%	No
SLC66A1LP	8966		3	2	147	1.4%	No
SLC66A2	49257		3	3	147	2.0%	No
SLC67A1-AS	16471		3	3	147	2.0%	No
SLC6A8	8666		3	3	147	2.0%	No
SLC9A6	73429		3	3	147	2.0%	No
SLURP1	1458		3	3	147	2.0%	No
SMIM24	6540		3	3	147	2.0%	No
SNAI2	4143		3	3	147	2.0%	No
SNCG	7491		3	3	147	2.0%	No
SNX22	5769		3	3	147	2.0%	No
SNX3	50034		3	3	147	2.0%	No
SOSTDC1	69100		3	3	147	2.0%	No
SOX12	4673		3	3	147	2.0%	No
SP5	2742		3	3	147	2.0%	No
SPANXN1	8706		3	3	147	2.0%	No
SPANXN2	8798		3	3	147	2.0%	No
SPANXN5	1284		3	3	147	2.0%	No
SPATA45	17509		3	3	147	2.0%	No
SPATA9	46531		3	3	147	2.0%	No
SPCS1	6194		3	3	147	2.0%	No
SPDL1	21147		3	3	147	2.0%	No
SPDYE6	10699		3	2	147	1.4%	No
SPIN1	92801		3	3	147	2.0%	No
SPIN3	177530		3	3	147	2.0%	No
SPIN4	4105		3	3	147	2.0%	No
SPINK8	26820		3	3	147	2.0%	No
SPMIP2	145627		3	3	147	2.0%	No
SPOP	79318		3	3	147	2.0%	Yes
SPPL2A	63683		3	2	147	1.4%	No
SPRR2B	1386		3	3	147	2.0%	No
SQLE	23821		3	3	147	2.0%	No
SRI	21879		3	3	147	2.0%	No
SRPRB	41750		3	3	147	2.0%	No
SRSF12	24123		3	3	147	2.0%	No
SRSF3	12125		3	3	147	2.0%	Yes
SRSF9	39809		3	3	147	2.0%	No
SSB	20159		3	3	147	2.0%	No
SSBP3	188048		3	3	147	2.0%	No
SSR1	79141		3	3	147	2.0%	No
SSU72L6	1348		3	3	147	2.0%	No
STARD7	23991		3	3	147	2.0%	No
STBD1	4398		3	3	147	2.0%	No
STEEP1	29741		3	3	147	2.0%	No
STK17A	67956		3	3	147	2.0%	No
STK26	52723		3	3	147	2.0%	No
STK4	117721		3	3	147	2.0%	No
STUB1	2891		3	3	147	2.0%	No
STX19	16612		3	3	147	2.0%	No
STX2	49666		3	3	147	2.0%	No
STX7	68133		3	3	147	2.0%	No
STX8	326121		3	3	147	2.0%	No
SUCLG1	36518		3	3	147	2.0%	No
SUPT3H	568637		3	3	147	2.0%	No
SURF1	4919		3	3	147	2.0%	No
SURF6	7414		3	3	147	2.0%	No
SYCE2	20521		3	3	147	2.0%	No
SYNGR2	4961		3	2	147	1.4%	No
SYT15	15957		3	3	147	2.0%	No
SYT8	9215		3	3	147	2.0%	No
TACO1	7484		3	3	147	2.0%	No
TACSTD2	1820		3	3	147	2.0%	Yes
TAF12	60536		3	3	147	2.0%	No
TAFA3	8331		3	3	147	2.0%	No
TAFAZZIN	12271		3	3	147	2.0%	No
TAGLN	9956		3	3	147	2.0%	No
TAGLN2	7419		3	3	147	2.0%	No
TAMM41	56478		3	2	147	1.4%	No
TANGO2	50550		3	3	147	2.0%	No
TAPBP	14591		3	3	147	2.0%	No
TBC1D29P	9416		3	3	176	1.7%	No
TBCB	11659		3	3	147	2.0%	No
TCAP	1206		3	3	147	2.0%	No
TCEA1	55897		3	3	147	2.0%	Yes
TCF19	8829		3	3	147	2.0%	No
TCL1A	4250		3	3	147	2.0%	Yes
TCP10L3	24848		3	3	147	2.0%	No
TEFM	8914		3	3	147	2.0%	No
TEX264	41631		3	3	147	2.0%	No
TFE3	14751		3	3	147	2.0%	Yes
TGFBR3L	4295		3	3	147	2.0%	No
TGIF2LY	975		3	3	147	2.0%	No
THAP5	15208		3	3	147	2.0%	No
THOC7	29999		3	3	147	2.0%	No
THRSP	4491		3	3	147	2.0%	No
TIFA	12988		3	3	147	2.0%	No
TIMM22	6554		3	3	147	2.0%	No
TIPRL	23197		3	3	147	2.0%	No
TLE5	10199		3	3	147	2.0%	No
TLX2	3686		3	3	147	2.0%	No
TMBIM4	34182		3	3	147	2.0%	No
TMBIM6	57211		3	3	147	2.0%	No
TMED4	5896		3	3	147	2.0%	No
TMEM102	2250		3	3	147	2.0%	No
TMEM117	553796		3	3	147	2.0%	No
TMEM120B	70250		3	3	147	2.0%	No
TMEM121	4210		3	2	147	1.4%	No
TMEM129	5408		3	3	147	2.0%	No
TMEM134	7579		3	3	147	2.0%	No
TMEM147	1928		3	3	147	2.0%	No
TMEM14EP	1296		3	3	147	2.0%	No
TMEM150A	4655		3	3	147	2.0%	No
TMEM170A	22444		3	3	147	2.0%	No
TMEM179B	3017		3	3	147	2.0%	No
TMEM18	13594		3	3	147	2.0%	No
TMEM19	18966		3	3	147	2.0%	No
TMEM205	3743		3	2	147	1.4%	No
TMEM207	21247		3	3	147	2.0%	No
TMEM213	40150		3	3	147	2.0%	No
TMEM229A	2147		3	3	147	2.0%	No
TMEM239	3983		3	3	147	2.0%	No
TMEM240	5847		3	3	147	2.0%	No
TMEM244	33603		3	3	147	2.0%	No
TMEM248	37381		3	3	147	2.0%	No
TMEM35A	17489		3	3	147	2.0%	No
TMEM38B	82111		3	3	147	2.0%	No
TMEM54	6848		3	3	147	2.0%	No
TMEM86B	2147		3	3	147	2.0%	No
TMEM87A	63682		3	3	147	2.0%	No
TMEM9	37559		3	3	147	2.0%	No
TMLHE	230502		3	3	147	2.0%	No
TNF	2772		3	2	147	1.4%	No
TNFAIP8	130997		3	3	147	2.0%	No
TNFRSF10C	15839		3	3	147	2.0%	No
TNFRSF13C	4775		3	3	147	2.0%	No
TNFRSF6B	2322		3	3	147	2.0%	No
TNNT3	19256		3	3	147	2.0%	No
TNP2	1786		3	2	147	1.4%	No
TOMM7	10222		3	3	147	2.0%	No
TOMT	7276		3	3	147	2.0%	No
TOR1B	8125		3	3	147	2.0%	No
TP53AIP1	8669		3	3	147	2.0%	No
TP53I13	7113		3	3	147	2.0%	No
TP53RK	5080		3	3	147	2.0%	No
TPD52	196488		3	3	147	2.0%	No
TPD52L3	3517		3	3	147	2.0%	No
TPGS1	12158		3	3	147	2.0%	No
TPI1	3830		3	3	147	2.0%	No
TPRKB	8318		3	3	147	2.0%	No
TRAPPC2L	6467		3	3	147	2.0%	No
TRAPPC3L	50696		3	3	147	2.0%	No
TRAPPC6A	15338		3	2	147	1.4%	No
TREX2	26115		3	3	147	2.0%	No
TRIM14	50432		3	3	147	2.0%	No
TRIM16L	13224		3	3	147	2.0%	No
TRIM52	7992		3	3	147	2.0%	No
TRIR	4045		3	3	147	2.0%	No
TRMT1	12669		3	3	147	2.0%	No
TRMT11	217390		3	3	147	2.0%	No
TRMT2B	42790		3	3	147	2.0%	No
TRPT1	3025		3	3	147	2.0%	No
TSACC	9682		3	3	147	2.0%	No
TSPAN7	127752		3	3	147	2.0%	No
TSPAN8	317445		3	3	147	2.0%	No
TSSK4	2667		3	3	147	2.0%	No
TTC19	45233		3	2	147	1.4%	No
TTC9C	12607		3	3	147	2.0%	No
TTL	59627		3	3	147	2.0%	Yes
TUBA1B	3616		3	3	147	2.0%	No
TUBA1C	85865		3	3	147	2.0%	No
TUBG2	7785		3	3	147	2.0%	No
TVP23C	61332		3	2	147	1.4%	No
TXN	12795		3	3	147	2.0%	No
TXNDC5	29572		3	3	147	2.0%	No
TXNL4B	9578		3	3	147	2.0%	No
TYW5	26824		3	3	147	2.0%	No
UBA5	25349		3	3	147	2.0%	No
UBB	2079		3	3	147	2.0%	No
UBE2B	22776		3	3	147	2.0%	No
UBE2C	4382		3	3	147	2.0%	No
UBE2E2	388775		3	3	147	2.0%	No
UBE2I	35662		3	3	147	2.0%	No
UBE2NL	1185		3	3	147	2.0%	No
UBE2Q1	10479		3	3	147	2.0%	No
UBE2U	63746		3	3	147	2.0%	No
UBL4B	1505		3	3	147	2.0%	No
UCK2	84033		3	3	147	2.0%	No
UFSP2	26453		3	3	147	2.0%	No
UGT1A4	54565		3	3	147	2.0%	No
UGT1A7	91400		3	3	147	2.0%	No
UNC119	5946		3	3	147	2.0%	No
USP17L11	1593		3	1	147	0.7%	No
USP46	68342		3	3	147	2.0%	No
UTP23	82959		3	3	147	2.0%	No
UTY	246097		3	3	147	2.0%	No
VASH1	21548		3	3	147	2.0%	No
VCX2	1324		3	3	147	2.0%	No
VDR	101512		3	3	147	2.0%	No
VEGFD	38916		3	3	147	2.0%	No
VKORC1	5139		3	3	147	2.0%	No
VMO1	1149		3	3	147	2.0%	No
VPS26B	23182		3	3	147	2.0%	No
VPS26C	44503		3	3	147	2.0%	No
VSIG10	72434		3	3	147	2.0%	No
VSTM5	32389		3	3	147	2.0%	No
VXN	26199		3	3	147	2.0%	No
WDFY2	183783		3	3	147	2.0%	No
WDR5	25626		3	3	147	2.0%	No
WDR55	9257		3	3	147	2.0%	No
WFDC1	35239		3	3	147	2.0%	No
WFDC2	12148		3	3	147	2.0%	No
WFDC9	23346		3	3	147	2.0%	No
WNT16	15738		3	3	147	2.0%	No
WNT9B	53530		3	3	147	2.0%	No
WTAP	39888		3	3	147	2.0%	No
XAGE5	7015		3	3	147	2.0%	No
XKR8	8506		3	3	147	2.0%	No
XPA	22432		3	2	176	1.1%	Yes
YIF1A	4613		3	3	147	2.0%	No
YIPF2	9763		3	3	147	2.0%	No
YIPF5	12553		3	3	147	2.0%	No
YIPF6	38721		3	3	147	2.0%	No
YPEL1	38259		3	3	147	2.0%	No
YWHAG	32193		3	3	147	2.0%	No
YWHAH	13082		3	3	147	2.0%	No
ZBED10P	1245		3	3	147	2.0%	No
ZBTB44	88241		3	3	147	2.0%	No
ZC3H12D	38220		3	2	147	1.4%	No
ZCCHC17	68546		3	3	147	2.0%	No
ZCRB1	14172		3	3	147	2.0%	No
ZDHHC21	106972		3	3	147	2.0%	No
ZFAND1	31591		3	2	147	1.4%	No
ZFAND2A	8869		3	3	147	2.0%	No
ZFAND2B	14415		3	3	147	2.0%	No
ZFP1	23743		3	3	147	2.0%	No
ZFP3	17910		3	3	147	2.0%	No
ZFP36	2561		3	2	147	1.4%	No
ZFP92	15048		3	3	147	2.0%	No
ZFTA	8904		3	3	147	2.0%	No
ZFYVE21	17940		3	3	147	2.0%	No
ZHX1-C8ORF76	48096		3	3	147	2.0%	No
ZMYND10	4623		3	3	147	2.0%	No
ZMYND19	8432		3	2	147	1.4%	No
ZNF131	126846		3	3	147	2.0%	No
ZNF140	27594		3	3	147	2.0%	No
ZNF276	20526		3	3	147	2.0%	No
ZNF32	5509		3	3	147	2.0%	No
ZNF460	16376		3	3	147	2.0%	No
ZNF595	34923		3	1	147	0.7%	No
ZNF639	15553		3	3	147	2.0%	No
ZNF654	85940		3	3	147	2.0%	No
ZNF664	43701		3	3	147	2.0%	No
ZNF672	11311		3	2	147	1.4%	No
ZNF688	3454		3	3	147	2.0%	No
ZNF706	29366		3	3	147	2.0%	No
ZNF717	106932		3	3	147	2.0%	No
ZNF718	77803		3	3	147	2.0%	No
ZNF736	49176		3	3	147	2.0%	No
ZNF764	4611		3	3	147	2.0%	No
ZNF783	35132		3	3	147	2.0%	No
ZNF784	3826		3	3	147	2.0%	No
ZNF79	25355		3	3	147	2.0%	No
ZNF821	35657		3	3	147	2.0%	No
ZNF892	52254		3	3	147	2.0%	No
ZNHIT1	6030		3	3	147	2.0%	No
ZNHIT2	1299		3	3	147	2.0%	No
ZNRD2	3484		3	2	147	1.4%	No
ZNRF1	111981		3	3	147	2.0%	No
ZSCAN16	22394		3	3	147	2.0%	No
ZSCAN30	39188		3	3	147	2.0%	No
ZSWIM1	4040		3	3	147	2.0%	No
ZWINT	4657		3	3	147	2.0%	No
A3GALT2	14333		2	2	147	1.4%	No
ABCD1	20261		2	2	147	1.4%	No
ABHD14B	14900		2	2	147	1.4%	No
ABHD17A	8809		2	2	147	1.4%	No
ABITRAM	16345		2	2	147	1.4%	No
ACKR4	21698		2	2	147	1.4%	No
ACOT2	8039		2	2	147	1.4%	No
ACTR10	35557		2	2	147	1.4%	No
ACTR3C	79810		2	2	147	1.4%	No
ADORA2B	30617		2	2	147	1.4%	No
ADRB1	3039		2	2	147	1.4%	No
AEBP2	316757		2	2	147	1.4%	No
AIFM1	41214		2	2	147	1.4%	No
AIG1	280563		2	2	147	1.4%	No
AIMP2	14580		2	2	147	1.4%	No
AIRIM	10727		2	2	147	1.4%	No
AK1	12073		2	2	147	1.4%	No
AKAP5	9005		2	2	147	1.4%	No
AKIRIN1	14788		2	2	147	1.4%	No
AKR1C8	31268		2	2	147	1.4%	No
AKR7L	8213		2	2	147	1.4%	No
ALG1L2	31397		2	2	147	1.4%	No
ALG9	90211		2	2	147	1.4%	No
ALKBH5	26877		2	2	147	1.4%	No
ALKBH7	2488		2	2	147	1.4%	No
ALOX5AP	51595		2	2	147	1.4%	No
AMELY	45835		2	2	147	1.4%	No
AMT	5908		2	2	147	1.4%	No
ANGPTL8	4442		2	1	147	0.7%	No
ANKRA2	13523		2	2	147	1.4%	No
ANKRD16	28291		2	2	147	1.4%	No
ANKRD22	31949		2	2	147	1.4%	No
ANKRD39	21406		2	1	147	0.7%	No
ANP32E	17786		2	2	147	1.4%	No
ANXA2R	3938		2	2	147	1.4%	No
AP1AR	41748		2	2	147	1.4%	No
AP1S2	29126		2	2	147	1.4%	No
AP3M2	18728		2	2	147	1.4%	No
APELA	22064		2	2	147	1.4%	No
APEX1	3255		2	2	147	1.4%	Yes
APH1B	33109		2	2	147	1.4%	No
APOBEC3C	6129		2	2	147	1.4%	No
APOC1	6922		2	2	147	1.4%	No
APOLD1	104059		2	2	147	1.4%	No
APOOL	89445		2	2	147	1.4%	No
APPBP2	83085		2	2	147	1.4%	No
ARGLU1	26489		2	2	147	1.4%	No
ARHGAP11B	25036		2	2	147	1.4%	No
ARHGDIG	2561		2	2	147	1.4%	No
ARIH2OS	1598		2	2	147	1.4%	No
ARL14	1289		2	2	147	1.4%	No
ARL15	426641		2	2	147	1.4%	No
ARL2	10185		2	2	147	1.4%	No
ARL3	40707		2	2	147	1.4%	No
ARL4A	4357		2	2	147	1.4%	No
ARL6	36709		2	2	147	1.4%	No
ARL6IP4	3435		2	2	147	1.4%	No
ARMCX1	4294		2	2	147	1.4%	No
ARMH2	1583		2	2	147	1.4%	No
ARMS2	2700		2	2	147	1.4%	No
ARPC1B	20602		2	2	147	1.4%	No
ARPC4	14615		2	2	147	1.4%	No
ASAH1	29007		2	2	147	1.4%	No
ASB8	33425		2	2	147	1.4%	No
ASCL3	5439		2	2	147	1.4%	No
ASCL5	13242		2	1	147	0.7%	No
ASIP	74778		2	2	147	1.4%	No
ATP11AUN	37454		2	2	147	1.4%	No
ATP1B1	205296		2	2	147	1.4%	No
ATP1B2	11144		2	2	147	1.4%	No
ATP5PD	8864		2	2	147	1.4%	No
ATP6V1D	65895		2	2	147	1.4%	No
ATP6V1E1	38823		2	2	147	1.4%	No
ATP6V1E2	52538		2	2	147	1.4%	No
ATP6V1G2-DDX39B	16390		2	2	147	1.4%	No
ATPAF2	61801		2	2	147	1.4%	No
ATRAID	5138		2	2	147	1.4%	No
AZI2	34048		2	2	147	1.4%	No
AZIN1	67754		2	2	147	1.4%	No
B3GALT4	7710		2	2	147	1.4%	No
B3GALT6	2805		2	2	147	1.4%	No
B3GALT9	9385		2	2	147	1.4%	No
B9D1	43886		2	2	147	1.4%	No
BAALC	89873		2	2	147	1.4%	Yes
BACE1	31055		2	2	147	1.4%	No
BAG1	16901		2	1	147	0.7%	No
BAG4	36769		2	2	147	1.4%	No
BARX1	3729		2	2	147	1.4%	No
BBC3	12198		2	2	147	1.4%	Yes
BBS5	27176		2	2	147	1.4%	No
BCAS2	14097		2	2	147	1.4%	No
BCAS4	82285		2	2	147	1.4%	No
BCCIP	30171		2	2	147	1.4%	No
BCL10	10857		2	2	147	1.4%	Yes
BCL2	196783		2	2	176	1.1%	Yes
BCL2L11	49067		2	2	147	1.4%	Yes
BDH2	22289		2	2	147	1.4%	No
BEX1	1698		2	2	147	1.4%	No
BEX2	1954		2	2	147	1.4%	No
BEX4	2179		2	2	147	1.4%	No
BLCAP	35629		2	2	147	1.4%	No
BLID	876		2	2	147	1.4%	No
BLOC1S3	38189		2	2	147	1.4%	No
BNIP2	30205		2	2	147	1.4%	No
BOD1	9515		2	2	147	1.4%	No
BOK	23269		2	2	147	1.4%	No
BOLA1	12909		2	2	147	1.4%	No
BOP1	29394		2	2	147	1.4%	No
BORCS5	114156		2	2	147	1.4%	No
BORCS8-MEF2B	46590		2	2	147	1.4%	No
BRI3BP	37587		2	2	147	1.4%	No
BTF3	7260		2	2	147	1.4%	No
BTG2	4112		2	2	147	1.4%	Yes
BTG3	19365		2	2	147	1.4%	No
C10ORF105	26124		2	2	147	1.4%	No
C12ORF60	103723		2	2	147	1.4%	No
C14ORF119	5765		2	2	147	1.4%	No
